epoch,train_loss_list,train_acc_list,val_loss_list,val_acc_list,time_elapsed
1,0.5654474579741557,0.7884791666666666,0.544244644522667,0.8438333333333333,2m14s
2,0.363597726645569,0.8642083333333334,0.327590313265721,0.8788333333333334,4m28s
3,0.32691342108448346,0.8804166666666666,0.29545097396771114,0.8913333333333333,6m43s
4,0.3013498673190673,0.8893333333333333,0.3151419173975786,0.8825833333333334,8m58s
5,0.28847611442829174,0.8951041666666667,0.28343697866797446,0.8955833333333333,11m14s
6,0.27073067651813226,0.8998125,0.29606257887681325,0.8941666666666667,13m30s
7,0.26630883834697305,0.90325,0.26650889782359205,0.9043333333333333,15m45s
8,0.25969265365352234,0.9054166666666666,0.27490589436888696,0.89975,18m1s
9,0.25307726522907614,0.908,0.282690121948719,0.8951666666666667,20m17s
10,0.2465807412074258,0.9082708333333334,0.2607558138867219,0.9045833333333333,22m33s
11,0.23424183343102534,0.9145208333333333,0.2770983616511027,0.907,24m48s
12,0.23886766849458219,0.9133333333333333,0.2591970123698314,0.9055833333333333,27m4s
13,0.23297009969875215,0.9157083333333333,0.27438013422985874,0.9024166666666666,29m19s
14,0.23643688387299577,0.9136666666666666,0.2634527316689491,0.9035833333333333,31m34s
15,0.22350670412027587,0.9195833333333333,0.288889647791783,0.89675,33m50s
16,0.22609395279424885,0.9171875,0.27724806060393653,0.9048333333333334,36m5s
17,0.22665466287732125,0.9185833333333333,0.26031834926704567,0.91,38m21s
18,0.21951416715979577,0.9194791666666666,0.26683044189711413,0.9118333333333334,40m37s
19,0.2249380286342154,0.9188333333333333,0.29669389442602795,0.9038333333333334,42m52s
20,0.22771476750634612,0.9176875,0.2843575910081466,0.90725,45m7s
21,0.22764847841719166,0.9193333333333333,0.28223945581912996,0.8998333333333334,47m22s
22,0.2382667159692695,0.9143333333333333,0.28835024748245874,0.90425,49m37s
23,0.2234724660649275,0.9192291666666667,0.2586072255571683,0.9075,51m52s
24,0.217697349718151,0.9210208333333333,0.2653379851877689,0.9138333333333334,54m7s
25,0.21370692507984737,0.9222291666666667,0.31370672867198784,0.90725,56m22s
26,0.21744548436727684,0.9211875,0.267795598834753,0.9084166666666667,58m37s
27,0.2097282604581366,0.9244583333333334,0.28000990754365923,0.9056666666666666,60m52s
28,0.21161816136725248,0.9233541666666667,0.28687955914934476,0.9041666666666667,63m7s
29,0.2214794483973334,0.9202083333333333,0.26721953479448957,0.9111666666666667,65m22s
30,0.21557926971962055,0.92375,0.26665969133377077,0.907,67m37s
31,0.22264709725168844,0.9206041666666667,0.2626103826860587,0.9108333333333334,69m52s
32,0.2092385958780845,0.9247083333333334,0.255944619178772,0.9085,72m7s
33,0.21762164217140526,0.9219375,0.3181373113195101,0.8881666666666667,74m22s
34,0.22980279153150818,0.9178125,0.26662058726946514,0.9076666666666666,76m37s
35,0.21618768512333433,0.9224166666666667,0.2606223444441954,0.912,78m52s
36,0.2130875816696013,0.9251666666666667,0.3146343928053975,0.8990833333333333,81m7s
37,0.21096569285262376,0.9250208333333333,0.2780327513019244,0.90525,83m22s
38,0.2201910821290997,0.9230208333333333,0.298537368953228,0.8966666666666666,85m37s
39,0.20753054753070077,0.925125,0.26692294035851954,0.9119166666666667,87m52s
40,0.1955533510314611,0.9298541666666666,0.2893052580108245,0.9149166666666667,90m6s
41,0.2180220359538992,0.9233958333333333,0.28019418235619864,0.9100833333333334,92m21s
42,0.1969938288551445,0.9292291666666667,0.2923338725020488,0.9084166666666667,94m36s
43,0.20598793658427894,0.9282916666666666,0.27763371989130975,0.90525,96m51s
44,0.200636313551416,0.927375,0.26198558340469996,0.91025,99m6s
45,0.199855074640053,0.9286041666666667,0.2949735937317212,0.90675,101m20s
46,0.22076749465366205,0.9232291666666667,0.29365803719560307,0.8996666666666666,103m35s
47,0.21547902033478022,0.9235,0.2988153396298488,0.90225,105m50s
48,0.21269690108299255,0.9244791666666666,0.2603849628418684,0.9138333333333334,108m5s
49,0.19904148512954514,0.9286666666666666,0.31634302807350956,0.91175,110m20s
50,0.2354148941859603,0.9180416666666666,0.2773553128962715,0.9073333333333333,112m34s
